DATE,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed,HourlyDryBulbTemperature,HourlyStationPressure
2019-01-01T00:19:00,T,-RA:02 BR:1 |RA |RA,,93,,BKN:07 6 OVC:08 20,28.93,4,190,7,66,28.93
2019-01-01T00:36:00,0.02,RA:02 BR:1 |RA |RA,,90,,BKN:07 6 OVC:08 20,28.94,2.5,290,9,66,28.94
2019-01-01T00:43:00,0.06,-RA:02 BR:1 |RA |RA,,93,,CT:04 6 BKN:07 15 OVC:08 30,28.94,5,290,6,66,28.94
2019-01-01T00:52:00,0.11,-RA:02 BR:1 |RA |RA,-0.01,93,30.02,FEW:02 6 BKN:07 15 OVC:08 35,28.94,5,240,5,66,28.94
2019-01-01T01:00:00,,||RA,-0.01,93,30.02,5,28.93,4.97,240,5,66,28.93
2019-01-01T01:33:00,0.04,BR:1 ||,,93,,BKN:07 5 BKN:07 13 OVC:08 35,28.94,6,210,5,66,28.94
2019-01-01T01:52:00,T,-RA:02 BR:1 |RA |RA,,93,30.02,BKN:07 5 OVC:08 13,28.94,5,220,5,66,28.94
2019-01-01T02:50:00,,BR:1 ||,,100,,BKN:07 5 OVC:08 13,28.94,2.5,0,0,64,28.94
2019-01-01T02:52:00,0.02,BR:1 ||,,93,30.03,BKN:07 5 OVC:08 13,28.94,4,0,0,65,28.94
2019-01-01T03:19:00,T,-RA:02 BR:1 |RA |RA,,93,,BKN:07 4 OVC:08 8,28.94,4,360,5,65,28.94
2019-01-01T03:52:00,0.01,BR:1 ||,0,93,30.02,CT:04 4 BKN:07 11 OVC:08 18,28.94,4,330,3,64,28.94
2019-01-01T03:55:00,,BR:1 ||,,93,,BKN:07 4 BKN:07 11 OVC:08 18,28.94,5,320,3,64,28.94
2019-01-01T04:30:00,T,BR:1 ||,,93,,BKN:07 3 OVC:08 7,28.95,1,340,6,64,28.95
2019-01-01T04:52:00,T,BR:1 ||,,93,30.03,BKN:07 4 BKN:07 9 OVC:08 15,28.95,1,350,3,64,28.95
2019-01-01T04:59:00,,BR:1 ||,,97,,FEW:02 2 BKN:07 9 BKN:07 15,28.95,6,330,5,63,28.95
2019-01-01T05:08:00,,,,93,,CT:04 4 OVC:08 11,28.96,8,330,7,63,28.96
2019-01-01T05:21:00,,,,93,,FEW:02 4 BKN:07 9 OVC:08 20,28.96,8,340,6,63,28.96
2019-01-01T05:49:00,,,,94,,FEW:02 5 BKN:07 18 OVC:08 90,28.97,9,320,7,63,28.97
2019-01-01T05:52:00,0,,,90,30.05,FEW:02 5 BKN:07 18 OVC:08 90,28.97,9,320,6,63,28.97
2019-01-01T06:23:00,,,,93,,FEW:02 5 CT:04 18 CT:04 90,28.97,10,330,7,62,28.97
2019-01-01T06:52:00,0,,-0.04,93,30.06,FEW:02 5 CT:04 22 CT:04 90,28.98,8,320,5,61,28.98
2019-01-01T07:00:00,,,-0.04,93,30.06,5,28.97,7.46,320,5,61,28.97
2019-01-01T07:52:00,0,,,90,30.09,CT:04 8 CT:04 20 CT:04 55,29,7,0,0,61,29
2019-01-01T08:28:00,,,,93,,CT:04 6 CT:04 20 BKN:07 55,29.02,6,320,3,61,29.02
2019-01-01T08:52:00,0,,,90,30.11,FEW:02 6 CT:04 55 BKN:07 95,29.02,8,320,5,62,29.02
2019-01-01T09:52:00,0,,-0.07,84,30.14,FEW:02 7 BKN:07 50 OVC:08 200,29.05,10,310,5,63,29.05
2019-01-01T10:05:00,,,,84,,FEW:02 7 BKN:07 26 OVC:08 50,29.05,10,310,5,63,29.05
2019-01-01T10:52:00,0,,,84,30.14,FEW:02 9 BKN:07 24 OVC:08 50,29.06,10,320,6,63,29.06
2019-01-01T11:20:00,,,,81,,FEW:02 10 CT:04 25 OVC:08 55,29.05,10,330,5,63,29.05
2019-01-01T11:52:00,T,,,81,30.12,FEW:02 10 CT:04 40 BKN:07 70,29.04,10,340,5,63,29.04
2019-01-01T12:52:00,T,-RA:02 |RA |RA,0.02,81,30.11,FEW:02 12 OVC:08 39,29.03,9,310,3,63,29.03
2019-01-01T13:00:00,,||RA,0.02,81,30.11,15,29.02,8.7,310,3,63,29.02
2019-01-01T13:52:00,T,,,78,30.11,FEW:02 12 BKN:07 40 OVC:08 95,29.03,10,330,6,63,29.03
2019-01-01T14:52:00,0,,,73,30.09,FEW:02 14 CT:04 90 BKN:07 130,29.01,10,320,5,64,29.01
2019-01-01T15:52:00,0,,0.01,73,30.1,CT:04 75 BKN:07 100 BKN:07 170,29.02,10,280,5,65,29.02
2019-01-01T16:52:00,0,,,73,30.11,CT:04 140 BKN:07 200,29.03,10,310,6,64,29.03
2019-01-01T17:52:00,0,,,81,30.13,BKN:07 150 BKN:07 200 BKN:07 250,29.04,10,280,5,63,29.04
2019-01-01T18:52:00,0,,-0.04,87,30.15,FEW:02 65 BKN:07 150 BKN:07 200,29.06,10,290,6,61,29.06
2019-01-01T19:00:00,,,-0.04,87,30.15,57,29.05,9.94,290,6,61,29.05
2019-01-01T19:52:00,0,,,84,30.16,CT:04 65 BKN:07 150 OVC:08 200,29.07,10,280,5,61,29.07
2019-01-01T20:52:00,0,,,80,30.16,FEW:02 65 BKN:07 150 OVC:08 200,29.07,10,330,7,60,29.07
2019-01-01T21:52:00,0,,0,83,30.15,BKN:07 150 BKN:07 200,29.06,10,330,6,59,29.06
2019-01-01T22:52:00,0,,,84,30.15,BKN:07 90 BKN:07 150 BKN:07 200,29.06,10,340,6,58,29.06
2019-01-01T23:52:00,0,,,84,30.16,BKN:07 80 BKN:07 150 BKN:07 200,29.07,10,300,6,58,29.07
2019-01-01T23:59:00,,,,,,,,,,,,
2019-01-02T00:52:00,0,,0,83,30.16,FEW:02 80 BKN:07 150 BKN:07 200,29.07,10,320,3,57,29.07
2019-01-02T01:00:00,,,0,83,30.16,74,29.06,9.94,320,3,57,29.06
2019-01-02T01:52:00,0,,,87,30.16,FEW:02 80 BKN:07 150 BKN:07 220,29.07,10,310,3,56,29.07
2019-01-02T02:52:00,0,,,90,30.17,CT:04 180 BKN:07 220,29.08,10,290,3,55,29.08
2019-01-02T03:52:00,0,,0.01,90,30.15,FEW:02 100 BKN:07 180 BKN:07 220,29.06,10,320,5,54,29.06
2019-01-02T04:52:00,0,,,90,30.14,FEW:02 100 BKN:07 150 BKN:07 220,29.05,10,330,5,54,29.05
2019-01-02T05:52:00,0,,,89,30.16,FEW:02 100 BKN:07 150,29.06,9,330,5,53,29.06
2019-01-02T06:52:00,0,,0,89,30.15,FEW:02 100 BKN:07 150 BKN:07 220,29.06,9,330,3,52,29.06
2019-01-02T07:00:00,,,0,89,30.15,,29.05,8.7,330,3,52,29.05
2019-01-02T07:52:00,0,,,89,30.17,FEW:02 100 CT:04 150 CT:04 220,29.07,8,0,0,52,29.07
2019-01-02T08:52:00,0,,,87,30.21,BKN:07 75 BKN:07 120 BKN:07 150,29.12,9,320,6,54,29.12
2019-01-02T09:52:00,0,,-0.06,81,30.21,FEW:02 30 BKN:07 80 BKN:07 120,29.12,10,0,0,57,29.12
2019-01-02T10:52:00,0,,,69,30.22,CT:04 30 BKN:07 70 OVC:08 90,29.13,10,10,5,59,29.13
2019-01-02T11:25:00,,,,78,,BKN:07 29 BKN:07 80 OVC:08 100,29.12,10,310,6,58,29.12
2019-01-02T11:50:00,,-RA:02 |RA |RA,,82,,CT:04 20 BKN:07 30 OVC:08 80,29.11,10,310,5,57,29.11
2019-01-02T11:52:00,T,,,83,30.2,CT:04 20 BKN:07 30 OVC:08 80,29.1,10,310,5,57,29.1
2019-01-02T11:59:00,T,-RA:02 |RA |RA,,81,,BKN:07 20 BKN:07 30 OVC:08 80,29.09,10,0,0,57,29.09
2019-01-02T12:52:00,T,,0.05,78,30.16,BKN:07 19 BKN:07 30 OVC:08 80,29.07,10,360,8,58,29.07
2019-01-02T13:00:00,,,0.05,78,30.16,15,29.06,9.94,360,8,58,29.06
2019-01-02T13:15:00,,,,78,,CT:04 20 BKN:07 40 OVC:08 80,29.06,10,320,5,58,29.06
2019-01-02T13:23:00,0.01,RA:02 |RA |RA,,81,,CT:04 20 BKN:07 40 OVC:08 80,29.05,4,340,6,57,29.05
2019-01-02T13:52:00,0.05,-RA:02 BR:1 |RA |RA,,87,30.14,FEW:02 10 CT:04 40 OVC:08 60,29.04,5,0,0,56,29.04
2019-01-02T14:52:00,0.02,,,81,30.13,BKN:07 33 BKN:07 50 OVC:08 80,29.03,10,10,9,56,29.03
2019-01-02T15:16:00,0.02,-RA:02 |RA |RA,,72,,BKN:07 30 BKN:07 50 OVC:08 80,29.04,3,350,9,54,29.04
2019-01-02T15:52:00,0.05,-RA:02 |RA |RA,0.03,77,30.14,BKN:07 30 BKN:07 40 OVC:08 80,29.04,6,110,7,52,29.04
2019-01-02T16:52:00,0.02,,,83,30.13,FEW:02 10 BKN:07 40 OVC:08 80,29.02,9,110,8,50,29.02
2019-01-02T17:52:00,T,,,83,30.12,FEW:02 10 BKN:07 38 OVC:08 80,29.02,9,80,7,49,29.02
2019-01-02T18:21:00,0.02,RA:02 |RA |RA,,83,,FEW:02 10 BKN:07 28 OVC:08 40,29.02,4,60,7,50,29.02
2019-01-02T18:26:00,0.03,RA:02 |RA |RA,,83,,FEW:02 10 BKN:07 28 OVC:08 40,29.02,2,80,7,50,29.02
2019-01-02T18:52:00,0.07,RA:02 BR:1 |RA |RA,0.02,86,30.11,CT:04 5 BKN:07 35 OVC:08 50,29.01,2,60,9,50,29.01
2019-01-02T18:58:00,0.02,-RA:02 BR:1 |RA |RA,,89,,BKN:07 4 OVC:08 40,29.02,1,40,9,50,29.02
2019-01-02T19:00:00,,||RA,0.02,86,30.11,5,29,1.99,60,9,50,29
2019-01-02T19:40:00,0.08,-RA:02 BR:1 | RA  |RA ,,89,,BKN:07 4 OVC:08 30,29.02,0.5,40,7,50,29.02
2019-01-02T19:52:00,0.07,-RA:02 BR:1 | RA  |RA ,,89,30.12,BKN:07 4 BKN:07 10 OVC:08 40,29.02,0.5,30,6,50,29.02
2019-01-02T20:52:00,0.1,-RA:02 BR:1 | RA  |RA ,,89,30.1,BKN:07 4 BKN:07 15 OVC:08 50,29,0.5,50,6,51,29
2019-01-02T21:52:00,T,-RA:02 BR:1 | RA  |RA ,0.04,93,30.07,BKN:07 4 BKN:07 10 OVC:08 30,28.97,0.5,80,8,50,28.97
2019-01-02T22:52:00,0.09,-RA:02 BR:1 | RA  |RA ,,93,30.05,BKN:07 4 BKN:07 15 OVC:08 30,28.95,0.5,100,5,50,28.95
2019-01-02T23:52:00,0.1,RA:02 BR:1 | RA  |RA ,,96,30.03,BKN:07 4 BKN:07 15 OVC:08 30,28.93,0.5,90,5,50,28.93
2019-01-02T23:59:00,,,,,,,,,,,,
2019-01-03T00:52:00,0.01,-DZ:01 BR:1 | DZ  |DZ ,0.04,92,30.03,OVC:08 3,28.94,0.5,160,3,51,28.94
2019-01-03T01:00:00,,||DZ,0.04,92,30.03,2,28.93,0.5,160,3,51,28.93
2019-01-03T01:52:00,T,-DZ:01 BR:1 | DZ  |DZ ,,92,30.05,OVC:08 3,28.95,0.5,340,10,51,28.95
2019-01-03T02:52:00,0.02,-DZ:01 BR:1 | DZ  |DZ ,,92,30.04,BKN:07 3 OVC:08 10,28.94,0.5,340,6,51,28.94
2019-01-03T03:52:00,T,-DZ:01 BR:1 | DZ  |DZ ,0,92,30.04,BKN:07 4 OVC:08 10,28.94,0.5,10,7,51,28.94
2019-01-03T04:37:00,T,-DZ:01 BR:1 |DZ |DZ,,92,,BKN:07 5 OVC:08 12,28.93,1.5,40,5,51,28.93
2019-01-03T04:50:00,,-DZ:01 BR:1 |DZ |DZ,,88,,BKN:07 4 OVC:08 12,28.93,1.5,10,5,52,28.93
2019-01-03T04:52:00,T,-DZ:01 BR:1 |DZ |DZ,,92,30.03,BKN:07 4 OVC:08 12,28.93,1.5,10,5,51,28.93
2019-01-03T05:08:00,T,-DZ:01 BR:1 | DZ  |DZ ,,89,,BKN:07 4 OVC:08 12,28.92,0.5,40,5,52,28.92
2019-01-03T05:33:00,T,-DZ:01 BR:1 |DZ |DZ,,89,,BKN:07 4 OVC:08 12,28.92,1.5,40,5,52,28.92
2019-01-03T05:52:00,T,BR:1 ||,,89,30.02,BKN:07 4 OVC:08 12,28.92,1.5,10,7,52,28.92
2019-01-03T06:39:00,T,-DZ:01 BR:1 | DZ  |DZ ,,89,,OVC:08 3,28.92,0.5,0,0,52,28.92
2019-01-03T06:52:00,T,BR:1 | |,0.02,89,30.02,BKN:07 3 OVC:08 10,28.92,0.5,0,0,52,28.92
2019-01-03T07:00:00,,,0.02,89,30.02,2,28.92,0.5,0,0,52,28.92
2019-01-03T07:13:00,,BR:1 ||,,93,,BKN:07 5 OVC:08 12,28.93,1.25,0,0,52,28.93
2019-01-03T07:49:00,,BR:1 ||,,94,,CT:04 4 BKN:07 22 OVC:08 65,28.93,4,120,3,52,28.93
2019-01-03T07:52:00,0,BR:1 ||,,93,30.04,CT:04 4 BKN:07 22 OVC:08 65,28.94,4,0,0,52,28.94
2019-01-03T08:43:00,T,-RA:02 BR:1 |RA |RA,,93,,CT:04 6 OVC:08 22,28.96,1.5,0,0,52,28.96
2019-01-03T08:48:00,0.01,-RA:02 BR:1 |RA |RA,,94,,BKN:07 4 BKN:07 15 OVC:08 24,28.96,1.25,170,3,52,28.96
2019-01-03T08:52:00,0.03,-RA:02 BR:1 |RA |RA,,93,30.06,BKN:07 4 BKN:07 15 OVC:08 24,28.96,1.25,190,3,52,28.96
2019-01-03T09:12:00,0.01,-RA:02 BR:1 |RA |RA,,93,,FEW:02 4 BKN:07 30 OVC:08 50,28.96,1.5,0,0,52,28.96
2019-01-03T09:37:00,0.02,BR:1 ||,,89,,FEW:02 4 CT:04 50 OVC:08 90,28.96,3,160,3,53,28.96
2019-01-03T09:52:00,0.01,-RA:02 BR:1 |RA |RA,-0.05,89,30.08,FEW:02 4 CT:04 50 OVC:08 100,28.98,3,0,0,53,28.98
2019-01-03T10:10:00,T,-RA:02 BR:1 |RA |RA,,93,,BKN:07 5 BKN:07 50 OVC:08 90,28.98,3,0,0,53,28.98
2019-01-03T10:50:00,,-RA:02 BR:1 |RA |RA,,94,,FEW:02 5 CT:04 80 OVC:08 100,28.93,3,140,7,54,28.93
2019-01-03T10:52:00,0.02,-RA:02 BR:1 | RA  |RA ,,93,30.03,CT:04 4 BKN:07 90 OVC:08 110,28.93,0.5,140,7,53,28.93
2019-01-03T10:57:00,T,BR:1 ||,,93,,FEW:02 4 CT:04 40 OVC:08 90,28.93,1,120,5,53,28.93
2019-01-03T11:25:00,T,-RA:02 BR:1 | RA  |RA ,,93,,BKN:07 4 BKN:07 50 OVC:08 90,28.93,0.5,190,6,54,28.93
2019-01-03T11:43:00,T,BR:1 ||,,87,,BKN:07 5 BKN:07 50 OVC:08 100,28.93,1.5,330,8,55,28.93
2019-01-03T11:52:00,T,BR:1 ||,,90,30.01,BKN:07 5 BKN:07 40 OVC:08 100,28.91,1.5,340,8,55,28.91
2019-01-03T12:05:00,,BR:1 ||,,93,,BKN:07 5 BKN:07 50 OVC:08 100,28.9,1.5,360,8,54,28.9
2019-01-03T12:08:00,,BR:1 | |,,93,,BKN:07 4 BKN:07 50 OVC:08 100,28.89,0.5,10,9,54,28.89
2019-01-03T12:52:00,0,BR:1 | |,0.08,93,30,BKN:07 4 BKN:07 50 OVC:08 90,28.9,0.5,330,14,54,28.9
2019-01-03T13:00:00,,,0.08,93,30,5,28.9,0.5,330,14,54,28.9
2019-01-03T13:50:00,,BR:1 ||,,94,,BKN:07 5 BKN:07 40 OVC:08 100,28.91,1,340,10,54,28.91
2019-01-03T13:52:00,0,BR:1 ||,,90,30.01,BKN:07 5 BKN:07 40 OVC:08 100,28.91,1,340,10,54,28.91
2019-01-03T14:45:00,,,,90,,BKN:07 7 BKN:07 20 OVC:08 50,28.91,8,300,5,54,28.91
2019-01-03T14:52:00,0,,,90,,BKN:07 7 BKN:07 40 OVC:08 80,28.92,8,0,0,54,28.92
2019-01-03T14:58:00,,,,90,,BKN:07 7 BKN:07 40 OVC:08 80,28.92,8,0,0,54,28.92
2019-01-03T15:50:00,,,,88,,FEW:02 7 BKN:07 40 OVC:08 100,28.91,8,310,8,55,28.91
2019-01-03T15:52:00,T,,-0.02,87,30.01,FEW:02 7 BKN:07 40 OVC:08 100,28.91,8,320,11,55,28.91
2019-01-03T16:15:00,T,-RA:02 BR:1 |RA |RA,,90,,BKN:07 5 BKN:07 40 OVC:08 90,28.9,6,350,3,54,28.9
2019-01-03T16:50:00,,,,94,,FEW:02 5 BKN:07 40 OVC:08 100,28.91,9,0,0,54,28.91
2019-01-03T16:52:00,T,,,90,30.01,FEW:02 5 BKN:07 40 OVC:08 100,28.91,9,0,0,54,28.91
2019-01-03T17:52:00,T,|RA |RA,,93,30,FEW:02 4 BKN:07 50 BKN:07 110,28.9,6,180,6,54,28.9
2019-01-03T18:06:00,T,-RA:02 BR:1 |RA |RA,,93,,BKN:07 5 BKN:07 50 OVC:08 110,28.91,6,0,0,54,28.91
2019-01-03T18:52:00,T,-RA:02 BR:1 |RA |RA,-0.01,93,30.02,BKN:07 5 BKN:07 50 OVC:08 110,28.92,6,300,6,54,28.92
2019-01-03T19:00:00,,||RA,-0.01,93,30.02,5,28.92,5.59,300,6,54,28.92
2019-01-03T19:52:00,0.03,-RA:02 BR:1 |RA |RA,,93,30.01,BKN:07 5 BKN:07 50 OVC:08 110,28.91,6,330,3,54,28.91
2019-01-03T20:06:00,0.01,-RA:02 BR:1 |RA |RA,,93,,BKN:07 5 BKN:07 40 OVC:08 110,28.91,3,350,6,54,28.91
2019-01-03T20:37:00,0.01,-RA:02 BR:1 |RA |RA,,90,,BKN:07 4 BKN:07 40 OVC:08 110,28.9,1.5,20,7,55,28.9
2019-01-03T20:52:00,T,-RA:02 BR:1 |RA |RA,,90,30,BKN:07 4 OVC:08 110,28.9,1.5,20,8,55,28.9
2019-01-03T21:52:00,0.01,-RA:02 |RA |RA,0.01,93,30.01,BKN:07 5 OVC:08 110,28.91,1.5,110,3,55,28.91
2019-01-03T22:37:00,0.01,-RA:02 BR:1 |RA |RA,,90,,CT:04 7 BKN:07 30 OVC:08 110,28.9,3,90,6,55,28.9
2019-01-03T22:50:00,,-RA:02 BR:1 |RA |RA,,88,,BKN:07 7 BKN:07 30 OVC:08 110,28.88,3,80,6,55,28.88
2019-01-03T22:52:00,T,-RA:02 BR:1 |RA |RA,,90,29.98,BKN:07 7 BKN:07 30 OVC:08 110,28.88,3,80,6,55,28.88
2019-01-03T23:52:00,0.02,-RA:02 BR:1 |RA |RA,,93,29.98,BKN:07 7 BKN:07 80 OVC:08 110,28.88,3,80,3,54,28.88
2019-01-03T23:59:00,,,,,,,,,,,,
2019-01-04T00:52:00,T,-RA:02 BR:1 |RA |RA,0.04,97,29.97,BKN:07 7 BKN:07 40 OVC:08 110,28.87,3,100,6,54,28.87
2019-01-04T00:58:00,T,-RA:02 BR:1 |RA |RA,,93,,BKN:07 4 OVC:08 9,28.87,3,90,8,54,28.87
2019-01-04T01:00:00,,||RA,0.04,97,29.97,8,28.87,2.98,100,6,54,28.87
2019-01-04T01:52:00,0.06,-RA:02 BR:1 |RA |RA,,93,29.94,BKN:07 4 OVC:08 28,28.85,3,100,8,54,28.85
2019-01-04T02:50:00,,-RA:02 BR:1 |RA |RA,,94,,OVC:08 4,28.82,1.25,100,10,55,28.82
2019-01-04T02:52:00,0.07,-RA:02 BR:1 |RA |RA,,93,29.92,OVC:08 4,28.82,1.25,100,8,55,28.82
2019-01-04T03:52:00,0.15,RA:02 BR:1 |RA |RA,0.06,93,29.9,OVC:08 4,28.81,1.25,90,11,55,28.81
2019-01-04T04:52:00,0.33,RA:02 BR:1 |RA |RA,,93,29.88,BKN:07 4 BKN:07 16 OVC:08 40,28.79,1.25,90,9,55,28.79
2019-01-04T05:52:00,0.19,-RA:02 BR:1 |RA |RA,,93,29.84,BKN:07 4 BKN:07 18 OVC:08 55,28.76,1.25,90,16,54,28.76
2019-01-04T06:37:00,0.07,-RA:02 BR:1 | RA  |RA ,,93,,BKN:07 3 OVC:08 10,28.73,0.5,80,14,54,28.73
2019-01-04T06:52:00,0.1,RA:02 BR:1 | RA  |RA ,0.08,93,29.82,OVC:08 3,28.73,0.5,90,13,55,28.73
2019-01-04T07:00:00,,||RA,0.08,93,29.82,2,28.72,0.5,90,13,55,28.72
2019-01-04T07:52:00,0.42,+RA:02 BR:1 | RA  |RA ,,93,29.8,BKN:07 4 BKN:07 11 OVC:08 20,28.71,0.5,100,9,55,28.71
2019-01-04T08:18:00,0.24,-RA:02 |RA |RA,,90,,BKN:07 4 BKN:07 15 OVC:08 45,28.7,2,100,9,56,28.7
2019-01-04T08:30:00,0.24,-RA:02 |RA |RA,,93,,BKN:07 5 BKN:07 18 OVC:08 33,28.71,2,100,9,55,28.71
2019-01-04T08:52:00,0.12,-RA:02 |RA |RA,,90,29.79,OVC:08 6,28.71,2,100,10,56,28.71
2019-01-04T09:52:00,T,-DZ:01 BR:1 |DZ |DZ,0.04,93,29.78,BKN:07 5 OVC:08 12,28.7,2,90,5,56,28.7
2019-01-04T10:33:00,T,-DZ:01 |DZ |DZ,,90,,OVC:08 4,28.7,2,100,8,57,28.7
2019-01-04T10:41:00,T,-DZ:01 |DZ  |DZ ,,90,,OVC:08 3,28.69,0.5,110,9,57,28.69
2019-01-04T10:52:00,T,-DZ:01 BR:1 | DZ  |DZ ,,93,29.77,OVC:08 3,28.68,0.5,110,9,57,28.68
2019-01-04T11:52:00,T,BR:1 BC:3 FG:2 | FG  |,,93,29.74,OVC:08 3,28.65,0.5,170,5,58,28.65
2019-01-04T12:38:00,,,,93,,FEW:02 4 BKN:07 7 OVC:08 10,28.61,6,190,6,60,28.61
2019-01-04T12:52:00,0,BR:1 ||,0.09,90,29.69,FEW:02 4 BKN:07 7 OVC:08 12,28.61,6,180,9,61,28.61
2019-01-04T13:00:00,,,0.09,90,29.69,5,28.61,5.59,180,9,61,28.61
2019-01-04T13:09:00,,,,86,,CT:04 8 BKN:07 13 BKN:07 150,28.59,7,190,9,62,28.59
2019-01-04T13:30:00,,,,81,,FEW:02 8 CT:04 13 BKN:07 150,28.57,10,200,11,64,28.57
2019-01-04T13:52:00,0,,,73,29.65,FEW:02 21 CT:04 27 BKN:07 40,28.57,10,200,17,65,28.57
2019-01-04T14:52:00,0,,,59,29.61,FEW:02 30 FEW:02 150 BKN:07 250,28.54,10,190,15,66,28.54
2019-01-04T15:52:00,0,,0.05,58,29.63,BKN:07 40 BKN:07 70 BKN:07 100,28.55,10,240,11,64,28.55
2019-01-04T16:52:00,0,,,62,29.67,CT:04 34 CT:04 250,28.59,10,260,25,58,28.59
2019-01-04T17:52:00,0,,,59,29.71,FEW:02 32,28.62,10,250,13,53,28.62
2019-01-04T18:52:00,0,,-0.11,66,29.75,CT:04 35,28.66,10,270,11,51,28.66
2019-01-04T19:00:00,,,-0.11,66,29.75,41,28.65,9.94,270,11,51,28.65
2019-01-04T19:52:00,0,,,66,29.78,FEW:02 32 BKN:07 45,28.69,10,260,17,49,28.69
2019-01-04T20:52:00,0,,,69,29.8,FEW:02 28 CT:04 35,28.71,10,270,17,47,28.71
2019-01-04T21:52:00,0,,-0.07,74,29.82,CT:04 28,28.73,10,260,11,45,28.73
2019-01-04T22:50:00,,,,71,,BKN:07 22 BKN:07 40,28.73,10,260,10,46,28.73
2019-01-04T22:52:00,0,,,73,29.82,BKN:07 22 BKN:07 40,28.73,10,260,14,46,28.73
2019-01-04T23:07:00,,,,73,,CT:04 20 BKN:07 32 BKN:07 40,28.73,10,260,11,46,28.73
2019-01-04T23:52:00,0,,,71,29.83,FEW:02 20 BKN:07 32 OVC:08 40,28.74,10,270,20,46,28.74
2019-01-04T23:59:00,,,,,,,,,,,,
2019-01-05T00:50:00,,,,76,,BKN:07 18 OVC:08 30,28.75,10,290,13,45,28.75
2019-01-05T00:52:00,0,,-0.02,74,29.84,CT:04 18 BKN:07 30 BKN:07 40,28.75,10,280,13,45,28.75
2019-01-05T01:00:00,,,-0.02,74,29.84,15,28.74,9.94,280,13,45,28.74
2019-01-05T01:15:00,,,,74,,CT:04 18 BKN:07 27,28.75,10,270,14,45,28.75
2019-01-05T01:52:00,0,,,71,29.85,BKN:07 19 BKN:07 27,28.77,10,280,17,45,28.77
2019-01-05T02:52:00,0,,,71,29.85,OVC:08 20,28.77,10,290,21,45,28.77
2019-01-05T03:52:00,0,,-0.04,71,29.88,OVC:08 19,28.8,10,290,18,45,28.8
2019-01-05T04:52:00,0,,,76,29.9,OVC:08 17,28.81,10,280,13,44,28.81
2019-01-05T05:52:00,0,,,73,29.91,BKN:07 18,28.82,10,280,14,44,28.82
2019-01-05T06:52:00,0,,-0.05,76,29.94,BKN:07 16,28.84,10,280,13,44,28.84
2019-01-05T07:00:00,,,-0.05,76,29.94,15,28.84,9.94,280,13,44,28.84
2019-01-05T07:52:00,0,,,79,29.97,BKN:07 18 BKN:07 25,28.87,10,290,13,44,28.87
2019-01-05T08:49:00,,,,76,,CT:04 20,28.9,10,290,14,45,28.9
2019-01-05T08:52:00,0,,,74,30.01,CT:04 20,28.9,10,290,11,45,28.9
2019-01-05T09:52:00,0,,-0.1,68,30.05,FEW:02 20,28.94,10,300,14,46,28.94
2019-01-05T10:52:00,0,,,61,30.05,CLR:00,28.94,10,280,14,49,28.94
2019-01-05T11:52:00,0,,,54,30.03,CLR:00,28.93,10,300,18,51,28.93
2019-01-05T12:52:00,0,,0.02,47,30.02,CLR:00,28.91,10,290,17,55,28.91
2019-01-05T13:00:00,,,0.02,47,30.02,,28.9,9.94,290,17,55,28.9
2019-01-05T13:52:00,0,,,44,30,CLR:00,28.9,10,310,21,57,28.9
2019-01-05T14:52:00,0,,,41,30.02,CLR:00,28.92,10,320,17,58,28.92
2019-01-05T15:52:00,0,,-0.02,42,30.03,CLR:00,28.94,10,310,14,59,28.94
2019-01-05T16:52:00,0,,,44,30.05,CLR:00,28.95,10,320,13,58,28.95
2019-01-05T17:52:00,0,,,49,30.07,CLR:00,28.97,10,320,14,55,28.97
2019-01-05T18:52:00,0,,-0.05,55,30.09,CLR:00,28.99,10,290,7,53,28.99
2019-01-05T19:00:00,,,-0.05,55,30.09,,28.98,9.94,290,7,53,28.98
2019-01-05T19:52:00,0,,,59,30.11,CLR:00,29,10,290,7,51,29
2019-01-05T20:52:00,0,,,61,30.12,CLR:00,29.01,10,300,8,50,29.01
2019-01-05T21:52:00,0,,-0.02,64,30.12,CLR:00,29.01,10,310,11,49,29.01
2019-01-05T22:52:00,0,,,61,30.12,CLR:00,29.02,10,320,11,49,29.02
2019-01-05T23:52:00,0,,,66,30.11,CLR:00,29,10,310,6,47,29
2019-01-05T23:59:00,,,,,,,,,,,,
2019-01-06T00:52:00,0,,-0.01,69,30.13,CLR:00,29.03,10,320,9,47,29.03
2019-01-06T01:00:00,,,-0.01,69,30.13,,29.02,9.94,320,9,47,29.02
2019-01-06T01:52:00,0,,,69,30.14,CLR:00,29.04,10,320,10,47,29.04
2019-01-06T02:52:00,0,,,71,30.14,CLR:00,29.04,10,310,8,46,29.04
2019-01-06T03:52:00,0,,-0.01,74,30.14,CLR:00,29.04,10,310,9,45,29.04
2019-01-06T04:52:00,0,,,74,30.14,CLR:00,29.04,10,310,9,45,29.04
2019-01-06T05:52:00,0,,,74,30.15,CLR:00,29.05,10,320,10,45,29.05
2019-01-06T06:52:00,0,,-0.02,76,30.16,CLR:00,29.06,10,310,9,44,29.06
