DATE,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWindDirection,HourlyWindSpeed,HourlyDryBulbTemperature,HourlyStationPressure
2019-12-07T19:00:00,,,-0.02,48,30.26,41,29.15,9.94,110,5,58,29.15
2019-12-07T19:52:00,0,,,51,30.27,FEW:02 40 BKN:07 55,29.16,10,120,3,57,29.16
2019-12-07T20:52:00,0,,,57,30.28,FEW:02 38 OVC:08 60,29.18,10,100,6,55,29.18
2019-12-07T21:52:00,0,,-0.01,55,30.27,FEW:02 40 OVC:08 60,29.16,10,100,7,56,29.16
2019-12-07T22:52:00,0,,,61,30.26,FEW:02 40 CT:04 55,29.15,10,100,7,53,29.15
2019-12-07T23:52:00,0,,,64,30.28,FEW:02 42 OVC:08 55,29.18,10,80,7,52,29.18
2019-12-07T23:59:00,,,,,,,,,,,,
2019-12-08T00:52:00,0,,0,66,30.27,FEW:02 42 OVC:08 60,29.16,10,90,9,52,29.16
2019-12-08T01:00:00,,,,66,30.27,41,29.16,9.94,90,9,52,29.16
2019-12-08T01:52:00,0,,,61,30.27,FEW:02 42 BKN:07 55,29.18,10,100,10,53,29.18
2019-12-08T02:52:00,0,,,64,30.28,OVC:08 60,29.18,10,100,11,52,29.18
2019-12-08T03:52:00,0,,-0.01,66,30.28,BKN:07 60,29.18,10,110,9,51,29.18
2019-12-08T04:52:00,0,,,68,30.28,BKN:07 60,29.18,10,110,13,50,29.18
2019-12-08T05:52:00,0,,,74,30.3,BKN:07 60,29.19,10,100,10,49,29.19
2019-12-08T06:52:00,0,,-0.03,74,30.31,OVC:08 65,29.21,10,100,14,48,29.21
2019-12-08T07:00:00,,,-0.03,74,30.31,57,29.2,9.94,100,14,48,29.2
2019-12-08T07:52:00,0,,,74,30.33,OVC:08 65,29.22,10,90,18,48,29.22
2019-12-08T08:52:00,0,,,74,30.35,CT:04 18 OVC:08 65,29.23,10,90,14,47,29.23
2019-12-08T09:52:00,0,,-0.05,68,30.36,FEW:02 20 BKN:07 65,29.25,10,VRB,8,48,29.25
2019-12-08T10:52:00,0,,,59,30.35,BKN:07 70 BKN:07 200,29.24,10,120,14,51,29.24
2019-12-08T11:52:00,0,,,53,30.33,CT:04 70 BKN:07 250,29.22,10,100,11,54,29.22
2019-12-08T12:52:00,0,,0.08,49,30.27,FEW:02 70 CT:04 250,29.16,10,120,14,55,29.16
2019-12-08T13:00:00,,,0.08,49,30.27,74,29.16,9.94,120,14,55,29.16
2019-12-08T13:52:00,0,,,49,30.24,FEW:02 55 CT:04 75 BKN:07 250,29.14,10,140,9,55,29.14
2019-12-08T14:52:00,0,,,45,30.2,FEW:02 70 CT:04 250,29.1,10,110,13,57,29.1
2019-12-08T15:52:00,0,,0.06,45,30.21,FEW:02 70 CT:04 250,29.11,10,110,11,57,29.11
2019-12-08T16:52:00,0,,,47,30.19,FEW:02 60 CT:04 75 CT:04 200,29.09,10,110,13,55,29.09
2019-12-08T17:52:00,0,,,49,30.21,BKN:07 36 BKN:07 55 OVC:08 75,29.11,10,110,10,54,29.11
2019-12-08T18:52:00,0,,0.01,51,30.2,BKN:07 38 OVC:08 75,29.1,10,100,11,53,29.1
2019-12-08T19:00:00,,,0.01,51,30.2,41,29.09,9.94,100,11,53,29.09
2019-12-08T19:50:00,,,,50,,BKN:07 28 BKN:07 38 OVC:08 75,29.1,10,100,15,52,29.1
2019-12-08T19:52:00,0,,,50,30.2,BKN:07 28 BKN:07 38 OVC:08 75,29.1,10,110,13,52,29.1
2019-12-08T20:52:00,0,,,49,30.21,BKN:07 26 OVC:08 40,29.1,10,100,10,52,29.1
2019-12-08T21:52:00,0,,0,49,30.21,OVC:08 24,29.1,10,110,13,52,29.1
2019-12-08T22:52:00,0,,,50,30.18,OVC:08 20,29.08,10,100,13,51,29.08
2019-12-08T23:52:00,0,,,50,30.17,OVC:08 20,29.07,10,110,11,51,29.07
2019-12-08T23:59:00,,,,,,,,,,,,
2019-12-09T00:52:00,T,,0.05,50,30.15,OVC:08 20,29.05,10,120,13,51,29.05
2019-12-09T01:00:00,,,0.05,50,30.15,26,29.04,9.94,120,13,51,29.04
2019-12-09T01:52:00,0,,,50,30.13,OVC:08 20,29.03,10,110,11,51,29.03
2019-12-09T02:52:00,0,,,52,30.13,OVC:08 19,29.03,10,110,9,50,29.03
2019-12-09T03:52:00,0,,0.04,54,30.11,OVC:08 18,29.01,10,110,10,50,29.01
2019-12-09T04:52:00,0,,,54,30.08,OVC:08 16,28.98,10,110,9,50,28.98
2019-12-09T05:52:00,0,,,59,30.08,OVC:08 16,28.98,10,110,7,50,28.98
2019-12-09T06:52:00,T,-RA:02 |RA |RA,0.01,59,30.1,OVC:08 16,29,10,100,7,49,29
2019-12-09T07:00:00,,||RA,0.01,59,30.1,15,28.99,9.94,100,7,49,28.99
2019-12-09T07:52:00,T,,,64,30.08,OVC:08 15,28.98,10,110,9,49,28.98
2019-12-09T08:14:00,T,-RA:02 |RA |RA,,64,,OVC:08 14,28.98,10,100,8,49,28.98
2019-12-09T08:52:00,T,,,68,30.08,OVC:08 14,28.97,10,120,10,48,28.97
2019-12-09T09:52:00,0,,0.01,69,30.09,OVC:08 12,28.98,10,110,10,49,28.98
2019-12-09T10:52:00,T,-DZ:01 |DZ |DZ,,74,30.06,OVC:08 10,28.96,8,120,7,50,28.96
2019-12-09T11:15:00,T,-DZ:01 |DZ |DZ,,80,,OVC:08 9,28.95,5,130,8,50,28.95
2019-12-09T11:52:00,T,,,80,30.04,OVC:08 9,28.94,8,150,7,51,28.94
2019-12-09T12:52:00,0,,0.08,77,30,OVC:08 8,28.9,9,140,5,53,28.9
2019-12-09T13:00:00,,,0.08,77,30,8,28.9,8.7,140,5,53,28.9
2019-12-09T13:52:00,0,,,80,29.98,BKN:07 6 BKN:07 8 OVC:08 10,28.88,8,140,5,54,28.88
2019-12-09T14:52:00,T,,,80,29.98,OVC:08 6,28.88,7,110,3,55,28.88
2019-12-09T15:52:00,T,HZ:7 |FU |HZ,0.02,78,29.98,BKN:07 7 BKN:07 9 OVC:08 12,28.88,6,130,6,57,28.88
2019-12-09T16:31:00,,HZ:7 |FU |HZ,,81,,FEW:02 7 CT:04 150 OVC:08 250,28.87,5,130,6,57,28.87
2019-12-09T16:52:00,0,HZ:7 |FU |HZ,,78,29.97,FEW:02 10 CT:04 150 OVC:08 250,28.87,6,130,6,58,28.87
2019-12-09T17:52:00,0,,,81,29.97,FEW:02 10 BKN:07 40 BKN:07 150,28.88,8,140,5,57,28.88
2019-12-09T18:52:00,0,,-0.02,84,30,BKN:07 35 BKN:07 150 OVC:08 250,28.9,7,120,6,56,28.9
2019-12-09T19:00:00,,,-0.02,84,30,41,28.9,6.84,120,6,56,28.9
2019-12-09T19:52:00,0,,,83,30.01,CT:04 35 BKN:07 50 OVC:08 200,28.91,7,100,5,57,28.91
2019-12-09T20:52:00,0,,,83,30.01,BKN:07 37 BKN:07 55 OVC:08 250,28.91,8,120,3,57,28.91
2019-12-09T21:52:00,0,,-0.01,84,30.01,CT:04 35 BKN:07 50 OVC:08 250,28.91,8,140,3,56,28.91
2019-12-09T22:52:00,0,,,84,30.01,FEW:02 28 BKN:07 35 OVC:08 250,28.91,9,190,3,58,28.91
2019-12-09T23:29:00,,,,80,,BKN:07 25 BKN:07 50 OVC:08 250,28.9,9,180,7,60,28.9
2019-12-09T23:52:00,0,,,78,29.99,BKN:07 25 BKN:07 50 OVC:08 250,28.9,9,190,8,61,28.9
2019-12-09T23:59:00,,,,,,,,,,,,
2019-12-10T00:52:00,0,,0.03,78,29.97,BKN:07 23 BKN:07 50 OVC:08 250,28.88,10,200,9,62,28.88
2019-12-10T01:00:00,,,0.03,78,29.97,26,28.88,9.94,200,9,62,28.88
2019-12-10T01:52:00,0,,,75,29.96,BKN:07 18 OVC:08 50,28.87,10,200,13,63,28.87
2019-12-10T02:46:00,,,,77,,OVC:08 14,28.87,10,200,11,63,28.87
2019-12-10T02:52:00,0,,,81,29.96,OVC:08 14,28.87,10,200,11,63,28.87
2019-12-10T03:52:00,0,,0,81,29.96,OVC:08 11,28.87,10,210,10,64,28.87
2019-12-10T04:52:00,0,,,84,29.95,OVC:08 10,28.87,10,210,13,65,28.87
2019-12-10T05:52:00,0,,,84,29.95,OVC:08 10,28.87,10,210,14,66,28.87
2019-12-10T06:50:00,,,,88,,OVC:08 9,28.87,10,220,16,66,28.87
2019-12-10T06:52:00,0,,0,84,29.96,OVC:08 9,28.87,10,220,14,67,28.87
2019-12-10T07:00:00,,,0,84,29.96,8,28.87,9.94,220,14,67,28.87
2019-12-10T07:50:00,,-RA:02 |RA |RA,,88,,BKN:07 11 OVC:08 18,28.88,8,220,14,66,28.88
2019-12-10T07:52:00,T,-RA:02 |RA |RA,,84,29.97,BKN:07 11 OVC:08 18,28.88,8,210,15,67,28.88
2019-12-10T08:36:00,T,-RA:02 |RA |RA,,84,,OVC:08 9,28.89,6,230,13,67,28.89
2019-12-10T08:52:00,T,-RA:02 |RA |RA,,84,29.98,BKN:07 9 BKN:07 15 OVC:08 37,28.89,7,220,17,67,28.89
2019-12-10T09:48:00,T,,,88,,BKN:07 12 BKN:07 20 OVC:08 30,28.9,10,210,16,66,28.9
2019-12-10T09:52:00,0,,-0.02,84,29.99,BKN:07 12 BKN:07 20 OVC:08 30,28.9,10,210,14,67,28.9
2019-12-10T10:26:00,,,,81,,BKN:07 12 BKN:07 25 OVC:08 40,28.9,10,220,15,68,28.9
2019-12-10T10:37:00,T,-RA:02 |RA |RA,,84,,BKN:07 12 BKN:07 20 OVC:08 40,28.91,6,320,10,64,28.91
2019-12-10T10:49:00,0.01,RA:02 |RA |RA,,83,,FEW:02 5 BKN:07 12 OVC:08 30,28.93,3,290,10,63,28.93
2019-12-10T10:52:00,0.05,-RA:02 BR:1 |RA |RA,,90,30.02,FEW:02 5 BKN:07 8 OVC:08 12,28.93,6,310,15,61,28.93
2019-12-10T11:14:00,0.08,-RA:02 BR:1 |RA |RA,,90,,FEW:02 9 BKN:07 17 OVC:08 20,28.94,3,330,15,60,28.94
2019-12-10T11:23:00,0.11,-RA:02 |RA |RA,,86,,FEW:02 10 BKN:07 20 OVC:08 40,28.94,8,320,17,60,28.94
2019-12-10T11:52:00,0.12,-RA:02 |RA |RA,,87,30.04,FEW:02 10 BKN:07 20 OVC:08 30,28.95,9,330,14,58,28.95
2019-12-10T12:02:00,T,-RA:02 BR:1 |RA |RA,,87,,FEW:02 10 CT:04 20 OVC:08 30,28.94,6,330,15,58,28.94
2019-12-10T12:50:00,,-RA:02 |RA |RA,,88,,BKN:07 8 BKN:07 13 OVC:08 20,28.95,8,340,21,55,28.95
2019-12-10T12:52:00,0.02,-RA:02 |RA |RA,-0.01,83,30.04,BKN:07 8 BKN:07 13 OVC:08 20,28.95,8,340,17,55,28.95
2019-12-10T12:56:00,T,-RA:02 |RA |RA,,83,,FEW:02 8 BKN:07 13 OVC:08 20,28.94,10,340,16,55,28.94
2019-12-10T13:00:00,,||RA,-0.01,83,30.04,8,28.95,7.46,340,17,55,28.95
2019-12-10T13:49:00,0.01,-RA:02 |RA |RA,,82,,FEW:02 10 BKN:07 30 OVC:08 40,28.96,10,330,20,52,28.96
2019-12-10T13:52:00,0.01,-RA:02 |RA |RA,,83,30.05,FEW:02 10 BKN:07 30 OVC:08 40,28.96,10,330,23,52,28.96
2019-12-10T14:17:00,T,-RA:02 |RA |RA,,83,,FEW:02 10 BKN:07 15 OVC:08 30,28.96,8,330,16,52,28.96
2019-12-10T14:29:00,T,-RA:02 BR:1 |RA |RA,,86,,CT:04 10 BKN:07 15 OVC:08 40,28.96,2,340,15,51,28.96
2019-12-10T14:32:00,T,-RA:02 BR:1 |RA |RA,,86,,BKN:07 10 BKN:07 20 OVC:08 40,28.97,2,330,17,51,28.97
2019-12-10T14:49:00,T,-RA:02 BR:1 |RA |RA,,88,,CT:04 10 BKN:07 20 OVC:08 30,28.97,6,340,21,50,28.97
2019-12-10T14:52:00,T,-RA:02 BR:1 |RA |RA,,86,30.06,CT:04 10 BKN:07 20 OVC:08 30,28.97,3,340,20,50,28.97
2019-12-10T15:03:00,T,-RA:02 |RA |RA,,86,,CT:04 10 BKN:07 30 OVC:08 50,28.97,10,340,17,50,28.97
2019-12-10T15:50:00,,,,82,,BKN:07 12 BKN:07 30 OVC:08 50,28.98,10,330,20,50,28.98
2019-12-10T15:52:00,T,,-0.03,83,30.07,BKN:07 12 BKN:07 30 OVC:08 50,28.98,10,320,17,50,28.98
2019-12-10T16:07:00,,,,80,,CT:04 12 BKN:07 30 OVC:08 50,28.99,10,340,22,49,28.99
2019-12-10T16:52:00,0,,,80,30.1,CT:04 12 BKN:07 40 OVC:08 50,29,10,330,18,48,29
2019-12-10T17:52:00,0,,,77,30.13,FEW:02 12 BKN:07 40 OVC:08 100,29.03,10,330,26,46,29.03
2019-12-10T18:52:00,0,,-0.08,76,30.16,FEW:02 12 BKN:07 45 OVC:08 100,29.06,10,330,21,44,29.06
2019-12-10T19:00:00,,,-0.08,76,30.16,15,29.05,9.94,330,21,44,29.05
2019-12-10T19:52:00,0,,,76,30.17,BKN:07 50 OVC:08 200,29.07,10,320,17,43,29.07
2019-12-10T20:52:00,0,,,76,30.19,BKN:07 50 OVC:08 200,29.09,10,330,15,42,29.09
2019-12-10T21:52:00,0,,-0.06,76,30.22,OVC:08 50,29.12,10,330,14,41,29.12
2019-12-10T22:52:00,0,,,73,30.22,OVC:08 50,29.12,10,330,14,41,29.12
2019-12-10T23:52:00,0,,,77,30.24,OVC:08 55,29.14,10,320,14,40,29.14
2019-12-10T23:59:00,,,,,,,,,,,,
2019-12-11T00:52:00,T,,-0.03,79,30.25,OVC:08 60,29.15,10,320,14,39,29.15
2019-12-11T01:00:00,,,-0.03,79,30.25,57,29.14,9.94,320,14,39,29.14
2019-12-11T01:52:00,0.01,-RA:02 |RA |RA,,86,30.27,OVC:08 75,29.15,9,320,13,38,29.15
2019-12-11T02:46:00,T,,,87,,FEW:02 7 CT:04 55 OVC:08 100,29.18,10,320,13,37,29.18
2019-12-11T02:52:00,T,,,86,30.29,CT:04 7 CT:04 55 OVC:08 100,29.18,10,330,13,38,29.18
2019-12-11T03:52:00,0,,-0.05,83,30.32,CT:04 9 BKN:07 70 OVC:08 140,29.19,10,320,10,38,29.19
2019-12-11T04:52:00,0,,,82,30.32,CT:04 85 OVC:08 180,29.21,10,330,11,37,29.21
2019-12-11T05:52:00,0,,,82,30.35,FEW:02 140 OVC:08 220,29.22,10,330,11,36,29.22
2019-12-11T06:52:00,0,,-0.03,82,30.35,CT:04 150 OVC:08 250,29.22,10,330,11,35,29.22
2019-12-11T07:00:00,,,-0.03,82,30.35,,29.22,9.94,330,11,35,29.22
2019-12-11T07:52:00,0,,,78,30.38,FEW:02 150 BKN:07 250,29.25,10,320,10,35,29.25
2019-12-11T08:52:00,0,,,70,30.42,CT:04 150 BKN:07 250,29.29,10,330,10,36,29.29
2019-12-11T09:52:00,0,,-0.1,65,30.45,FEW:02 120 BKN:07 150 BKN:07 250,29.32,10,330,15,37,29.32
2019-12-11T10:52:00,0,,,65,30.47,FEW:02 120 BKN:07 150 BKN:07 240,29.34,10,330,10,37,29.34
2019-12-11T11:52:00,0,,,60,30.47,FEW:02 120 BKN:07 150 BKN:07 230,29.34,10,330,11,39,29.34
2019-12-11T12:52:00,0,,0,45,30.44,FEW:02 150 FEW:02 250,29.32,10,360,10,44,29.32
2019-12-11T13:00:00,,,0,45,30.44,,29.31,9.94,360,10,44,29.31
2019-12-11T13:52:00,0,,,37,30.43,FEW:02 150 FEW:02 250,29.3,10,350,13,48,29.3
2019-12-11T14:52:00,0,,,33,30.42,FEW:02 150 FEW:02 250,29.3,10,360,11,50,29.3
2019-12-11T15:52:00,0,,0.02,28,30.42,FEW:02 150 FEW:02 250,29.3,10,350,11,52,29.3
2019-12-11T16:52:00,0,,,32,30.44,FEW:02 150 FEW:02 250,29.32,10,360,14,50,29.32
2019-12-11T17:52:00,0,,,39,30.45,FEW:02 200,29.33,10,330,10,47,29.33
2019-12-11T18:52:00,0,,-0.04,43,30.47,CLR:00,29.34,10,330,9,44,29.34
2019-12-11T19:00:00,,,-0.04,43,30.47,,29.33,9.94,330,9,44,29.33
2019-12-11T19:52:00,0,,,43,30.49,CLR:00,29.36,10,350,8,44,29.36
2019-12-11T20:52:00,0,,,45,30.49,CLR:00,29.36,10,10,9,43,29.36
2019-12-11T21:52:00,0,,-0.03,43,30.5,CLR:00,29.37,10,20,8,43,29.37
2019-12-11T22:52:00,0,,,55,30.5,CLR:00,29.37,10,80,8,42,29.37
2019-12-11T23:52:00,0,,,60,30.5,CLR:00,29.37,10,70,7,40,29.37
2019-12-11T23:59:00,,,,,,,,,,,,
2019-12-12T00:52:00,0,,0,60,30.5,CLR:00,29.37,10,90,5,39,29.37
2019-12-12T01:00:00,,,0,60,30.5,,29.36,9.94,90,5,39,29.36
2019-12-12T01:52:00,0,,,62,30.5,CLR:00,29.38,10,80,6,37,29.38
2019-12-12T02:52:00,0,,,57,30.51,CLR:00,29.38,10,70,9,37,29.38
2019-12-12T03:52:00,0,,0,62,30.5,CLR:00,29.37,10,70,7,36,29.37
2019-12-12T04:52:00,0,,,61,30.49,CLR:00,29.36,10,80,9,35,29.36
2019-12-12T05:52:00,0,,,64,30.5,CLR:00,29.37,10,80,7,34,29.37
2019-12-12T06:52:00,0,,-0.01,64,30.51,CLR:00,29.38,10,80,9,34,29.38
2019-12-12T07:00:00,,,-0.01,64,30.51,,29.37,9.94,80,9,34,29.37
2019-12-12T07:52:00,0,,,66,30.53,FEW:02 250,29.4,10,90,9,33,29.4
2019-12-12T08:52:00,0,,,57,30.53,FEW:02 60 FEW:02 250,29.41,10,100,11,38,29.41
2019-12-12T09:52:00,0,,-0.03,45,30.54,FEW:02 250,29.41,10,100,15,43,29.41
2019-12-12T10:52:00,0,,,41,30.53,FEW:02 50 FEW:02 250,29.4,10,90,16,47,29.4
2019-12-12T11:52:00,0,,,36,30.49,FEW:02 50 FEW:02 250,29.37,10,80,20,50,29.37
2019-12-12T12:52:00,0,,0.08,36,30.45,FEW:02 50 BKN:07 80 BKN:07 250,29.33,10,90,20,51,29.33
2019-12-12T13:00:00,,,0.08,36,30.45,57,29.32,9.94,90,20,51,29.32
2019-12-12T13:52:00,0,,,36,30.41,BKN:07 50 BKN:07 80 BKN:07 250,29.29,10,80,16,51,29.29
2019-12-12T14:52:00,0,,,38,30.4,BKN:07 45 BKN:07 85 BKN:07 250,29.27,10,90,15,50,29.27
2019-12-12T15:52:00,0,,0.06,38,30.39,BKN:07 43 BKN:07 80 OVC:08 250,29.26,10,100,13,50,29.26
2019-12-12T16:52:00,0.01,,,52,30.36,BKN:07 40 BKN:07 50 OVC:08 80,29.24,10,70,16,48,29.24
2019-12-12T17:50:00,,,,62,,BKN:07 28 BKN:07 40 OVC:08 80,29.23,10,90,15,46,29.23
2019-12-12T17:52:00,T,,,61,30.36,BKN:07 28 BKN:07 40 OVC:08 80,29.23,10,80,15,46,29.23
2019-12-12T18:52:00,0.01,,0.04,56,30.35,BKN:07 25 OVC:08 40,29.22,10,100,9,46,29.22
2019-12-12T19:00:00,,,0.04,56,30.35,26,29.22,9.94,100,9,46,29.22
2019-12-12T19:52:00,0.06,-RA:02 |RA |RA,,76,30.37,BKN:07 25 OVC:08 40,29.24,9,90,14,42,29.24
2019-12-12T20:52:00,0.04,,,82,30.35,OVC:08 23,29.22,10,80,16,41,29.22
2019-12-12T21:52:00,T,-RA:02 |RA |RA,-0.01,82,30.35,FEW:02 10 CT:04 16 OVC:08 22,29.23,9,90,15,41,29.23
2019-12-12T22:52:00,0.02,-RA:02 |RA |RA,,83,30.33,FEW:02 9 BKN:07 14 OVC:08 22,29.21,10,90,21,40,29.21
2019-12-12T23:46:00,T,-RA:02 |RA |RA,,87,,BKN:07 7 BKN:07 12 OVC:08 20,29.19,9,90,15,39,29.19
2019-12-12T23:52:00,T,-RA:02 |RA |RA,,89,30.32,BKN:07 7 BKN:07 12 OVC:08 20,29.19,9,80,16,39,29.19
2019-12-12T23:59:00,,,,,,,,,,,,
2019-12-13T00:25:00,0.03,+RA:02 BR:1 |RA |RA,,89,,BKN:07 6 OVC:08 20,29.18,2,80,15,39,29.18
2019-12-13T00:29:00,0.06,RA:02 BR:1 |RA |RA,,89,,BKN:07 6 OVC:08 20,29.19,4,80,11,39,29.19
2019-12-13T00:52:00,0.08,-RA:02 BR:1 |RA |RA,0.04,89,30.29,BKN:07 7 BKN:07 12 OVC:08 20,29.18,6,90,15,39,29.18
2019-12-13T01:00:00,,||RA,0.04,89,30.29,8,29.17,5.59,90,15,39,29.17
2019-12-13T01:52:00,0.02,-RA:02 BR:1 |RA |RA,,89,30.27,BKN:07 7 BKN:07 12 OVC:08 28,29.15,6,80,14,38,29.15
2019-12-13T02:52:00,0.02,,,86,30.25,BKN:07 7 OVC:08 12,29.13,9,80,15,38,29.13
2019-12-13T03:52:00,0.16,+RA:02 BR:1 |RA |RA,0.04,89,30.25,BKN:07 6 OVC:08 12,29.13,3,60,13,38,29.13
2019-12-13T03:54:00,0.03,+RA:02 BR:1 |RA |RA,,89,,BKN:07 6 OVC:08 15,29.13,2,50,15,37,29.13
2019-12-13T04:06:00,0.13,+RA:02 BR:1 |RA |RA,,89,,CT:04 6 BKN:07 26 OVC:08 42,29.11,2,80,15,38,29.11
2019-12-13T04:08:00,0.14,+RA:02 BR:1 |RA |RA,,89,,CT:04 6 BKN:07 20 OVC:08 42,29.11,3,80,15,38,29.11
2019-12-13T04:38:00,0.25,-RA:02 BR:1 |RA |RA,,89,,BKN:07 6 BKN:07 30 OVC:08 65,29.08,5,70,14,38,29.08
2019-12-13T04:52:00,0.19,RA:02 BR:1 |RA |RA,,89,30.18,BKN:07 6 BKN:07 38 OVC:08 60,29.06,5,70,16,38,29.06
2019-12-13T05:01:00,0.01,VCT:7 RA:02 BR:1 |RA |RA,,89,,BKN:07 6 OVC:08 34,29.08,5,90,11,38,29.08
2019-12-13T05:28:00,0.08,-RA:02 BR:1 |RA |RA,,89,,OVC:08 5,29.06,5,90,13,38,29.06
2019-12-13T05:52:00,0.14,+RA:02 BR:1 |RA |RA,,89,30.15,BKN:07 6 BKN:07 28 OVC:08 65,29.04,3,90,16,38,29.04
2019-12-13T06:50:00,,RA:02 BR:1 |RA |RA,,93,,OVC:08 4,29.02,4,100,13,37,29.02
2019-12-13T06:52:00,0.12,RA:02 BR:1 |RA |RA,0.11,89,30.14,OVC:08 5,29.02,4,100,13,38,29.02
2019-12-13T07:00:00,,||RA,0.11,89,30.14,5,29.01,3.73,100,13,38,29.01
2019-12-13T07:52:00,0.14,RA:02 BR:1 |RA |RA,,93,30.14,OVC:08 6,29.02,6,70,14,38,29.02
2019-12-13T07:55:00,0.01,-RA:02 BR:1 |RA |RA,,93,,OVC:08 5,29.02,2,70,11,38,29.02
2019-12-13T08:19:00,0.03,RA:02 BR:1 |RA |RA,,93,,BKN:07 5 BKN:07 12 OVC:08 28,29.02,1.5,80,15,38,29.02
2019-12-13T08:52:00,0.09,-RA:02 BR:1 |RA |RA,,93,30.13,BKN:07 6 BKN:07 18 OVC:08 35,29.02,1.5,90,13,38,29.02
2019-12-13T09:52:00,0.15,+RA:02 BR:1 |RA |RA,0.02,89,30.12,BKN:07 5 BKN:07 20 OVC:08 30,29,1.5,70,9,39,29
2019-12-13T10:52:00,0.11,-RA:02 BR:1 |RA |RA,,89,30.09,BKN:07 5 BKN:07 20 OVC:08 40,28.97,1.5,70,11,39,28.97
2019-12-13T11:52:00,T,BR:1 ||,,89,30.05,BKN:07 5 BKN:07 30 OVC:08 40,28.93,1.5,70,11,40,28.93
2019-12-13T12:33:00,T,-RA:02  BR:1  | RA  |RA ,,89,,BKN:07 4 BKN:07 20 OVC:08 40,28.9,0.5,80,11,41,28.9
2019-12-13T12:52:00,T,-DZ:01  BR:1  | DZ  |DZ ,0.12,93,30,BKN:07 4 BKN:07 20 OVC:08 30,28.88,0.5,90,14,41,28.88
2019-12-13T13:00:00,,||DZ,0.12,93,30,5,28.88,0.5,90,14,41,28.88
2019-12-13T13:52:00,T,-DZ:01  BR:1  | DZ  |DZ ,,89,29.96,OVC:08 4,28.85,0.5,80,11,42,28.85
2019-12-13T14:52:00,T,-DZ:01  BR:1  | DZ  |DZ ,,92,29.94,OVC:08 3,28.84,0.5,100,9,42,28.84
2019-12-13T15:52:00,T,-RA:02  BR:1  | RA  |RA ,0.07,89,29.92,OVC:08 4,28.82,0.5,100,7,43,28.82
2019-12-13T16:52:00,T,-RA:02  BR:1  | RA  |RA ,,89,29.88,OVC:08 4,28.77,0.5,90,11,43,28.77
2019-12-13T17:52:00,0.01,-RA:02  BR:1  | RA  |RA ,,93,29.88,OVC:08 3,28.77,0.5,70,8,43,28.77
2019-12-13T18:52:00,0.01,-DZ:01  BR:1  | DZ  |DZ ,0.07,89,29.85,OVC:08 3,28.75,0.5,80,8,43,28.75
2019-12-13T19:00:00,,||DZ,0.07,89,29.85,2,28.74,0.5,80,8,43,28.74
2019-12-13T19:52:00,0.08,|RA |,,89,29.84,,,0.5,50,8,43,
2019-12-13T20:31:00,0.02,RA:02  BR:1  | RA  |RA ,,89,,BKN:07 5 OVC:08 12,28.72,0.5,40,3,44,28.72
2019-12-13T20:52:00,0.09,|RA |,,89,29.83,,,0.5,40,3,44,
2019-12-13T21:40:00,0.21,RA:02  BR:1  | RA  |RA ,,89,,CT:04 4 BKN:07 40 OVC:08 80,28.7,0.5,50,7,44,28.7
2019-12-13T21:52:00,0.26,|RA |,,89,29.8,,,0.5,30,8,44,
2019-12-13T22:52:00,0.41,+RA:02  BR:1  | RA  |RA ,,89,29.8,CT:04 4 BKN:07 40 OVC:08 70,28.7,0.5,100,5,44,28.7
2019-12-13T23:24:00,0.13,-RA:02 BR:1 |RA |RA,,89,,CT:04 4 BKN:07 50 OVC:08 80,28.65,4,110,6,44,28.65
2019-12-13T23:36:00,0.15,RA:02 BR:1 |RA |RA,,89,,BKN:07 3 BKN:07 40 OVC:08 80,28.63,4,VRB,8,44,28.63
2019-12-13T23:52:00,0.13,-RA:02 |RA |RA,,96,29.73,BKN:07 3 BKN:07 40 OVC:08 80,28.63,7,0,0,44,28.63
2019-12-13T23:59:00,,,,,,,,,,,,
2019-12-14T00:42:00,T,BR:1  | |,,93,,BKN:07 3 OVC:08 10,28.62,0.5,280,7,44,28.62
2019-12-14T00:52:00,0,BR:1  | |,0.07,93,29.72,OVC:08 2,28.63,0.5,290,8,44,28.63
2019-12-14T01:00:00,,,0.07,93,29.72,2,28.62,0.5,290,8,44,28.62
2019-12-14T01:52:00,T,-DZ:01  BR:1  | DZ  |DZ ,,93,29.71,OVC:08 2,28.61,0.5,280,6,44,28.61
2019-12-14T02:52:00,0.01,-DZ:01  BR:1  | DZ  |DZ ,,93,29.72,OVC:08 3,28.62,0.5,270,6,44,28.62
2019-12-14T03:52:00,T,-DZ:01  BR:1  | DZ  |DZ ,0.01,96,29.72,OVC:08 2,28.62,0.5,280,5,44,28.62
2019-12-14T04:52:00,T,-DZ:01  BR:1  | DZ  |DZ ,,93,29.72,BKN:07 4 OVC:08 12,28.62,0.5,270,7,45,28.62
2019-12-14T05:52:00,T,BR:1  | |,,93,29.71,BKN:07 4 OVC:08 10,28.61,0.5,300,11,45,28.61
2019-12-14T06:16:00,,,,89,,BKN:07 4 OVC:08 10,28.61,2,300,8,46,28.61
2019-12-14T06:27:00,,,,89,,BKN:07 6 BKN:07 10 OVC:08 20,28.62,2,290,10,46,28.62
